accno,authormain,booktitle,publisher,publishyear,edition,volume,pages,price,status,subjectid,copy
6702,W H HAYT,ENGINEERING CIRCUIT ANALYSIS,"TMH, NEW DELHI",2008,6,0,781,430,1,12,
6703,W H HAYT,ENGINEERING CIRCUIT ANALYSIS,"TMH, NEW DELHI",2008,6,0,781,430,1,12,
6704,W H HAYT,ENGINEERING CIRCUIT ANALYSIS,"TMH, NEW DELHI",2008,6,0,781,430,1,12,
6705,W H HAYT,ENGINEERING CIRCUIT ANALYSIS,"TMH, NEW DELHI",2008,6,0,781,430,1,12,
6706,W H HAYT,ENGINEERING CIRCUIT ANALYSIS,"TMH, NEW DELHI",2008,6,0,781,430,1,12,
6707,W H HAYT,ENGINEERING CIRCUIT ANALYSIS,"TMH, NEW DELHI",2008,6,0,781,430,1,12,
6708,W H HAYT,ENGINEERING CIRCUIT ANALYSIS,"TMH, NEW DELHI",2008,6,0,781,430,1,12,
6709,W H HAYT,ENGINEERING CIRCUIT ANALYSIS,"TMH, NEW DELHI",2008,6,0,781,430,1,12,
6710,W H HAYT,ENGINEERING CIRCUIT ANALYSIS,"TMH, NEW DELHI",2008,6,0,781,430,1,12,
6711,W H HAYT,ENGINEERING CIRCUIT ANALYSIS,"TMH, NEW DELHI",2008,6,0,781,430,1,12,
6712,HWEI HSU,"PROBABILITY, RANDOM VARIABLES & RANDOM  PROCESS",TMH Delhi,2008,,0,298,265,1,4,
6713,HWEI HSU,"PROBABILITY, RANDOM VARIABLES & RANDOM  PROCESS",TMH Delhi,2008,,0,298,265,1,4,
6714,JOHN R. HUBBARD,PROGRAMMING WITH JAVA,TMH New Delhi,2008,2,0,345,285,1,8,
6715,JOHN R. HUBBARD,PROGRAMMING WITH JAVA,TMH New Delhi,2008,2,0,345,285,1,10,
6716,JOHN R. HUBBARD,DATA STRUCTURES WITH C++,TMH New Delhi,2008,,0,407,299,1,10,
6717,JOHN R. HUBBARD,DATA STRUCTURES WITH C++,TMH New Delhi,2008,,0,407,299,1,10,
6718,ISRD Group,DATA STRUCTURES USING C,TMH New Delhi,2008,,0,456,215,1,10,
6719,ISRD Group,DATA STRUCTURES USING C,TMH New Delhi,2008,,0,456,215,1,10,
6720,R.P.JAIN,MODERN DIGITAL ELECTRONICS,"TMH, NEW DELHI",2008,3,0,611,295,1,10,
6721,R.P.JAIN,MODERN DIGITAL ELECTRONICS,"TMH, NEW DELHI",2008,3,0,611,295,1,10,
6722,R.P.JAIN,MODERN DIGITAL ELECTRONICS,"TMH, NEW DELHI",2008,3,0,611,295,1,10,
6723,R.P.JAIN,MODERN DIGITAL ELECTRONICS,"TMH, NEW DELHI",2008,3,0,611,295,1,10,
6725,WAMAN S JAWADEKAR,SOFTWARE ENGINEERING,TMH New Delhi,2008,,0,844,395,1,10,
6726,WAMAN S JAWADEKAR,SOFTWARE ENGINEERING,TMH New Delhi,2008,,0,844,395,1,10,
6727,SUNG- MO KANG,CMOS DIGITAL INTEGRATED CIRCUITS,TMH New Delhi,2008,3,0,655,365,1,10,
6728,SUNG- MO KANG,CMOS DIGITAL INTEGRATED CIRCUITS,TMH New Delhi,2008,3,0,655,365,1,10,
6729,GEORGE KENNEDY,ELECTRONICS COMMUNICATION SYSTEMS,TATA McGRAW HILL,2006,4,0,761,299,1,27,
6730,GEORGE KENNEDY,ELECTRONICS COMMUNICATION SYSTEMS,TATA McGRAW HILL,2006,4,0,761,299,1,27,
6731,D P KOTHARI,ELECTRIC MACHINES,"TMH, NEW DELHI",2007,,0,368,250,1,12,
6732,D P KOTHARI,ELECTRIC MACHINES,"TMH, NEW DELHI",2007,,0,368,250,1,12,
6733,ASHOK KUMAR,CONTROL SYSTEMS,"TMH, NEW DELHI",2008,,0,309,235,1,12,
6734,ASHOK KUMAR,CONTROL SYSTEMS,"TMH, NEW DELHI",2008,,0,309,235,1,12,
6735,DONALD P LEACH,DIGITAL PRINCIPLES & APPLICATIONS,"TMH, NEW DELHI",2008,6,0,683,300,1,10,
6736,DONALD P LEACH,DIGITAL PRINCIPLES & APPLICATIONS,"TMH, NEW DELHI",2008,6,0,683,300,1,10,
6737,DONALD P LEACH,DIGITAL PRINCIPLES & APPLICATIONS,"TMH, NEW DELHI",2008,6,0,683,300,1,10,
6738,DONALD P LEACH,DIGITAL PRINCIPLES & APPLICATIONS,"TMH, NEW DELHI",2008,6,0,683,300,1,10,
6739,DONALD P LEACH,DIGITAL PRINCIPLES & APPLICATIONS,"TMH, NEW DELHI",2008,6,0,683,300,1,10,
6741,SEYMOUR LIPSCHUTZ,PROBABILITY,"TMH,NEW DELHI",2008,2,0,311,265,1,4,
6742,LIPSCHUTZ,DATA STRUCTURES,"TMH, NEW DELHI",2008,,0,0,265,1,10,
6743,LIPSCHUTZ,DATA STRUCTURES,"TMH, NEW DELHI",2008,,0,0,265,1,10,
6744,HENRY C. LUCAS,INFORMATION TECHNOLOGY FOR MANAGEMENT,"TMH,NEW DELHI",2008,7,0,730,395,1,22,
6745,HENRY C. LUCAS,INFORMATION TECHNOLOGY FOR MANAGEMENT,"TMH,NEW DELHI",2008,7,0,730,395,1,22,
6746,ALBERT PAUL MALVINO,DIGITAL COMPUTER ELECTRONICS,"TMH,NEW DELHI",2008,3,0,522,385,1,12,
6747,ALBERT PAUL MALVINO,DIGITAL COMPUTER ELECTRONICS,"TMH,NEW DELHI",2008,3,0,522,385,1,12,
6748,JACOB MILLMAN,MICROELECTRONICS,"TMH,NEW DELHI",2009,2,0,1001,415,1,25,
6749,JACOB MILLMAN,MICROELECTRONICS,"TMH,NEW DELHI",2009,2,0,1001,415,1,25,
6750,JACOB MILLMAN,MICROELECTRONICS,"TMH,NEW DELHI",2009,2,0,1001,415,1,25,
6751,JACOB MILLMAN,MICROELECTRONICS,"TMH,NEW DELHI",2009,2,0,1001,415,1,25,
6752,JACOB MILLMAN,MICROELECTRONICS,"TMH,NEW DELHI",2009,2,0,1001,415,1,12,
6753,JACOB MILLMAN,"PULSE, DIGITAL& SWITCHING WAVEFORMS","TMH,NEW DELHI",2008,2,0,632,375,1,12,
6754,JACOB MILLMAN,"PULSE, DIGITAL& SWITCHING WAVEFORMS","TMH,NEW DELHI",2008,2,0,632,375,1,11,
6755,DANIEL MINOLI,INTERNET & INTERNET ENGINEERING,"TMH, NEW DELHI",2008,,0,424,315,1,11,
6756,DANIEL MINOLI,INTERNET & INTERNET ENGINEERING,"TMH, NEW DELHI",2008,,0,424,315,1,11,
6757,V N MITTLE,BASIC ELECTRICAL ENGINEERING,"TMH,NEW DELHI",2008,2,0,826,290,1,12,
6758,V N MITTLE,BASIC ELECTRICAL ENGINEERING,"TMH,NEW DELHI",2008,2,0,826,290,1,12,
6759,SUNDARAM NATRAJAN,MICROELECTRONICS,"TMH, NEW DELHI",2008,,0,808,425,1,25,
6760,SUNDARAM NATRAJAN,MICROELECTRONICS,"TMH, NEW DELHI",2008,,0,808,425,1,25,
6761,PETER NORTON,INTRODUCTION TO COMPUTERS,"TMH,NEW DELHI",2008,6,0,609,330,1,10,
6762,PETER NORTON,INTRODUCTION TO COMPUTERS,"TMH,NEW DELHI",2008,6,0,609,330,1,10,
6763,JAMES A O BRIEN,INTRODUCTION TO INFORMATION SYSTEMS,"TMH, NEW DELHI",2008,12,0,452,420,1,22,
6764,JAMES A O BRIEN,INTRODUCTION TO INFORMATION SYSTEMS,"TMH, NEW DELHI",2008,12,0,452,420,1,22,
6765,JAMES A O BRIEN,MANAGEMENT INFORMATION SYSTEMS,"TMH, NEW DELHI",2008,7,0,617,425,1,10,
6766,JAMES A O BRIEN,MANAGEMENT INFORMATION SYSTEMS,"TMH, NEW DELHI",2008,7,0,617,425,1,10,
6767,GAV PAI,DATA STRUCTURES & ALGORITHMS,"TMH,NEW DELHI",2008,,0,461,250,1,10,
6768,GAV PAI,DATA STRUCTURES & ALGORITHMS,"TMH,NEW DELHI",2008,,0,461,250,1,10,
6769,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6770,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6771,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6772,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6773,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6774,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6775,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6776,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6777,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6778,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6779,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6780,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6781,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6782,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6783,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6784,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6785,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6786,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6787,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6788,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6789,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6790,ATHANASIOS PAPOULIS,"PROBABILITY, RANDOM VARIABLES& STOCHASTIC PROCESSES","TMH, NEW DELHI",2008,4,0,852,365,1,4,
6792,RANJAN PAREKH,PRINCIPLES OF MULTIMEDIA,"TMH,NEW DELHI",2008,,0,727,395,1,0,
6793,RANJAN PAREKH,PRINCIPLES OF MULTIMEDIA,"TMH,NEW DELHI",2008,,0,727,395,1,15,
6794,CLAYTON R. PAUL,INTRODUCTION TO ELECTROMAGNETIC FIELDS,"TMH, NEW DELHI",2008,3,0,758,480,1,7,
6795,CLAYTON R. PAUL,INTRODUCTION TO ELECTROMAGNETIC FIELDS,"TMH, NEW DELHI",2008,3,0,758,480,1,7,
6796,PEYTON Z. PEEBLES,"PROBABILITY,RANDOM VARIABLES& RANDOM SIGNAL PRINCIPLES","TMH, NEW DELHI",2008,4,0,462,310,1,4,
6797,PEYTON Z. PEEBLES,"PROBABILITY,RANDOM VARIABLES& RANDOM SIGNAL PRINCIPLES","TMH, NEW DELHI",2008,4,0,462,310,1,4,
6798,DOUGLAS L. PERRY,VHDL,"TMH, NEW DELHI",2008,4,0,476,399,1,12,
6799,DOUGLAS L. PERRY,VHDL,"TMH, NEW DELHI",2008,4,0,476,399,1,15,
6800,GERALD V. POST,DATABASE MANAGEMENT SYSTEMS,"TMH,NEW DELHI",2005,3,0,424,410,1,10,
6801,RAJ KAMAL,EMBEDED SYSTEMS,"TMH, NEW DELHI",2008,2,0,681,350,1,10,
6802,RAJ KAMAL,EMBEDED SYSTEMS,"TMH, NEW DELHI",2008,2,0,681,350,1,10,
6803,C.S RANGAN,INSTRUMENTATION,TATA McGRAW HILL,2008,2,0,549,250,1,23,
6804,C.S RANGAN,INSTRUMENTATION,TATA McGRAW HILL,2008,2,0,549,250,1,23,
6805,A K RAY,ADVANCED MICROPROCESSORS & PERIPHERALS,"TMH, NEW DELHI",2006,2,0,725,325,1,10,
6806,A K RAY,ADVANCED MICROPROCESSORS & PERIPHERALS,"TMH, NEW DELHI",2006,2,0,725,325,1,10,
6807,A K RAY,ADVANCED MICROPROCESSORS & PERIPHERALS,"TMH, NEW DELHI",2006,2,0,725,325,1,10,
6808,A K RAY,ADVANCED MICROPROCESSORS & PERIPHERALS,"TMH, NEW DELHI",2006,2,0,725,325,1,10,
6809,A K RAY,ADVANCED MICROPROCESSORS & PERIPHERALS,"TMH, NEW DELHI",2006,2,0,725,325,1,10,
6810,BEHZAD RAZAVI,DESIGN OF ANALOG CMOS INTEGRATED CIRCUITS,"TMH, NEW DELHI",2008,,0,684,365,1,12,
6811,BEHZAD RAZAVI,DESIGN OF ANALOG CMOS INTEGRATED CIRCUITS,"TMH, NEW DELHI",2008,,0,684,365,1,12,
6812,MICHAEL J ROBERTS,FUNDAMENTALS OF SIGNALS & SYSTEMS,"TMH, NEW DELHI",2008,,0,761,325,1,12,
6813,ROBERT SCHULTHEIS,MANAGEMENT INFORMATION SYSTEMS,"TMH, NEW DELHI",2007,4,0,743,450,1,10,
6814,ROBERT SCHULTHEIS,MANAGEMENT INFORMATION SYSTEMS,"TMH, NEW DELHI",2007,4,0,743,450,1,10,
6815,SELVI STEPHEN,TEST YOUR SKILLS IN C,"TMH, NEW DELHI",,,0,0,225,1,8,
6816,SELVI STEPHEN,TEST YOUR SKILLS IN C,"TMH, NEW DELHI",,,0,0,225,1,15,
6817,AMARENDRA N SINHA,COMPUTER GRAPHICS,"TMH, NEW DELHI",2008,,0,471,415,1,10,
6818,AMARENDRA N SINHA,COMPUTER GRAPHICS,"TMH, NEW DELHI",2008,,0,471,415,1,15,
6820,MURRAY R. SPIEGEL,THEORY & PROBLEMS OF PROBABILITY & STSTISTICS,"TMH, NEW DELHI",2008,2,0,408,275,1,4,
6821,ROGER L. TOKHEIM,DIGITAL ELECTRONICS,"TMH, NEW DELHI",2008,6,0,518,440,1,10,
6822,ROGER L. TOKHEIM,DIGITAL ELECTRONICS,"TMH, NEW DELHI",2008,6,0,518,440,1,10,
6823,RAMON A. MATA-TOLEDO,FUNDAMENTALS OF SQL PROGRAMMING,"TMH,NEW DELHI",2007,,0,314,250,1,8,
6824,RAMON A. MATA-TOLEDO,FUNDAMENTALS OF SQL PROGRAMMING,"TMH,NEW DELHI",2007,,0,314,250,1,8,
6825,K R VENUGOPAL,PROBLEMS & SOLUTIONS IN C++,"TMH, NEW DELHI",2008,,0,237,225,1,8,
6826,K R VENUGOPALA,MASTERING C,"TMH, NEW DELHI",2007,,0,854,325,1,8,
6827,K R VENUGOPALA,MASTERING C,"TMH, NEW DELHI",2007,,0,854,325,1,8,
6828,K R VENUGOPALA,MASTERING C ++,"TMH, NEW DELHI",2008,,0,804,350,1,8,
6829,DAVID WHITELY,E-COMMERCE,"TMH, NEW DELHI",2009,,0,259,285,1,10,
6830,DAVID WHITELY,E-COMMERCE,"TMH, NEW DELHI",2009,,0,259,285,1,10,
6831,WILLIAMS SAWYER,USING INFORMATION TECHNOLOGY,TATA McGRAW HILL,2007,5,0,472,380,1,22,
6832,WILLIAMS SAWYER,USING INFORMATION TECHNOLOGY,TATA McGRAW HILL,2007,5,0,472,380,1,22,
6833,C  XAVIER,WORLD WIDE WEB DESIGN WITH HTML,"TMH, NEW DELHI",2008,,0,257,199,1,10,
6834,C  XAVIER,WORLD WIDE WEB DESIGN WITH HTML,"TMH, NEW DELHI",2008,,0,257,199,1,10,
6835,ZHINGANG XIANG,COMPUTER  GRAPHICS,TATA  McGRAW HILL,2006,,0,407,275,1,10,
6836,ZHINGANG XIANG,COMPUTER  GRAPHICS,TATA  McGRAW HILL,2006,,0,407,275,1,10,
6837,S. ANNADURAI,FUNDAMENTALS OF DIGITAL IMAGE PROCESSING,"PEARSON, DELHI",2008,,0,422,275,1,10,
6838,S. ANNADURAI,FUNDAMENTALS OF DIGITAL IMAGE PROCESSING,"PEARSON, DELHI",2008,,0,422,275,1,10,
6839,SAMIR KUMAR BANDYOPADHYAY,DATA STRUCTURES USING C,"PEARSON, DELHI",2009,,0,312,225,1,10,
6840,SAMIR KUMAR BANDYOPADHYAY,DATA STRUCTURES USING C,"PEARSON, DELHI",2009,,0,312,225,1,10,
6841,STEVEN F. BARRET,EMBEDDED SYSTEMS,"PEARSON, DELHI",2008,,0,667,375,1,10,
6842,WILLIAM I. FLETCHER,AN ENGINEERING APPROACH TO DIGITAL DESIGN,"PEARSON, DELHI",2009,,0,766,375,1,10,
6843,STUART BENNET,REAL-TIME COMPUTER CONTROL,"PEARSON, DELHI",2009,2,0,431,349,1,11,
6844,STUART BENNET,REAL-TIME COMPUTER CONTROL,"PEARSON, DELHI",2009,2,0,431,349,1,11,
6845,DIMITRI BERTSEKAS,DATA NETWORKS,"PEARSON, DELHI",2008,2,0,556,265,1,10,
6846,DIMITRI BERTSEKAS,DATA NETWORKS,"PEARSON, DELHI",2008,2,0,556,265,1,10,
6847,PALLAB BHATTACHARYA,SEMICONDUCTOR OPTOELECTRONIC DEVICES,"PEARSON, DELHI",2008,2,0,613,315,1,5,
6848,PALLAB BHATTACHARYA,SEMICONDUCTOR OPTOELECTRONIC DEVICES,"PEARSON, DELHI",2008,2,0,613,315,1,5,
6849,THEODORE F.BOGART,ELECTRONIC DEVICES & CIRCUITS,"PEARSON, DELHI",2009,6,0,817,599,1,5,
6850,THEODORE F.BOGART,ELECTRONIC DEVICES & CIRCUITS,"PEARSON, DELHI",2009,6,0,817,599,1,5,
6851,W. BOLTON,MECHATRONICS,"PEARSON, NEW DELHI",2009,3,0,590,399,1,25,
6852,BARRY B. BREY,THE INTEL MICROPROCESSORS,"PEARSON,NEW DELHI",2009,8,0,926,550,1,10,
6853,BARRY B. BREY,THE INTEL MICROPROCESSORS,"PEARSON,NEW DELHI",2009,8,0,926,550,1,10,
6854,TIMOTHY BUDD,UNDERSTANDING OBJECT-ORIENTED PROGRAMMING WITH JAVA,"PEARSON, NEW DELHI",2008,,0,420,420,1,8,
6855,TIMOTHY BUDD,UNDERSTANDING OBJECT-ORIENTED PROGRAMMING WITH JAVA,"PEARSON, NEW DELHI",2008,,0,420,420,1,8,
6856,JOHN F.KOEGEL BUFORD,MULTIMEDIA SYSTEMS,"PEARSON, NEW DELHI",2008,,0,463,375,1,10,
6857,JOHN F.KOEGEL BUFORD,MULTIMEDIA SYSTEMS,"PEARSON, NEW DELHI",2008,,0,463,375,1,10,
6858,DUSTIN R. CALLWAY,INSIDE SERVLETS,"PEARSON, NEW DELHI",2008,,0,434,380,1,10,
6859,BART KOSKO,NEURAL NETWORKS & FUZZY SYSTEMS,"PEARSON, NEW DELHI",2008,,0,449,310,1,10,
6860,DAVID CAPPUZZI,COUNSELING & PHYSIOTHERAPY,"PEARSON , NEW DELHI",2008,4,0,487,365,1,30,
6861,DAVID CAPPUZZI,COUNSELING & PHYSIOTHERAPY,"PEARSON , NEW DELHI",2008,4,0,487,365,1,15,
6862,JOHN D. CARPINELLI,COMPUTER SYSTEMS ORGANIZATION & ARCHITECTURE,PEARSON,2008,,0,584,399,1,10,
6863,JOHN D. CARPINELLI,COMPUTER SYSTEMS ORGANIZATION & ARCHITECTURE,PEARSON,2008,,0,584,399,1,15,
6864,JOSEPH J. CARR,ELEMENTS OF ELECTRONIC INSTRUMENTATION & MEASUREMENT,"PEARSON, NEW  DELHI",2009,3,0,550,425,1,23,
6865,JOSEPH J. CARR,ELEMENTS OF ELECTRONIC INSTRUMENTATION & MEASUREMENT,"PEARSON, NEW  DELHI",2009,3,0,550,425,1,23,
6866,KENNETH R. CASTLEMAN,DIGITAL IMAGE PROCESSING,"PEARSON, NEW DELHI",2008,,0,667,399,1,10,
6867,KENNETH R. CASTLEMAN,DIGITAL IMAGE PROCESSING,"PEARSON, NEW DELHI",2008,,0,667,399,1,10,
6868,DAVID CHAPPELL,UNDERSTANDING . NET,"PEARSON, NEW DELHI",2007,2,0,317,350,1,10,
6869,DAVID CHAPPELL,UNDERSTANDING . NET,"PEARSON, NEW DELHI",2007,2,0,317,350,1,10,
6870,POORNIMA M CHARANTIMATH,ENTERPRENEURSHIP DEVELOPMENT SMALL BUSINESS ENTERPRISES,"PEARSON, DELHI",2009,,0,523,285,1,30,
6871,POORNIMA M CHARANTIMATH,ENTERPRENEURSHIP DEVELOPMENT SMALL BUSINESS ENTERPRISES,"PEARSON, DELHI",2009,,0,523,285,1,30,
6872,ALISTAIR COCKBURN,AGILE SOFTWARE DEVELOPMENT,"PEARSON, NEW DELHI",2009,2,0,467,399,1,10,
6873,ALISTAIR COCKBURN,AGILE SOFTWARE DEVELOPMENT,"PEARSON, NEW DELHI",2009,2,0,467,399,1,10,
6874,DOUGLAS E. COMER,ESSENTIALS OF COMPUTER ARCHITECTURE,"PEARSON, NEW DELHI",2007,,0,330,235,1,10,
6875,DOUGLAS E. COMER,ESSENTIALS OF COMPUTER ARCHITECTURE,"PEARSON, NEW DELHI",2007,,0,330,235,1,10,
6876,GEORGE COULORIS,DISTRIBUTED SYSTEMS,"PEARSON , NEW DELHI",2007,4,0,941,485,1,11,
6877,GEORGE COULORIS,DISTRIBUTED SYSTEMS,"PEARSON , NEW DELHI",2007,4,0,941,485,1,11,
6879,C.J. DATE,AN INTRODUCATION TO DATABASE SYSTEM,"PEARSON, NEW DELHI",2009,8,0,931,450,1,10,
6880,WILLIAM S. DAVIS,OPERATING SYSTEMS,PEARSON,2008,6,0,688,349,1,10,
6881,WILLIAM S. DAVIS,OPERATING SYSTEMS,PEARSON,2008,6,0,688,349,1,10,
6882,H.M. DEITEL,VISUAL C++ 2005,"PEARSON, NEW DELHI",2007,2,0,1591,795,1,8,
6883,H.M. DEITEL,VISUAL C++ 2005,"PEARSON, NEW DELHI",2007,2,0,1591,795,1,10,
6884,ANNABLEZ.DODD,THE ESSENTIAL GUIDE TO TELECOMMUNICATION,"PEARSON, NEW DELHI",2009,4,0,594,475,1,12,
6885,ANNABLEZ.DODD,THE ESSENTIAL GUIDE TO TELECOMMUNICATION,"PEARSON, NEW DELHI",2009,4,0,594,475,1,12,
6886,BRUCE ECKEL,THINKING IN C++,"PEARSON, NEW DELHI",2009,2,1,814,599,1,8,
6887,BRUCE ECKEL,THINKING IN C++,"PEARSON, NEW DELHI",2009,2,1,814,599,1,8,
6888,BRUCE ECKEL,THINKING IN JAVA,"PEARSON, NEW DELHI",2008,4,0,1482,675,1,8,
6889,BRUCE ECKEL,THINKING IN JAVA,"PEARSON, NEW DELHI",2008,4,0,1482,675,1,8,
6890,JOSHUA EICHORN,UNDERSTANDING AJAX,"PEARSON, NEW DELHI",2007,,0,362,325,1,10,
6891,JOSHUA EICHORN,UNDERSTANDING AJAX,"PEARSON, NEW DELHI",2007,,0,362,325,1,10,
6892,RAMEZ ELMASRI,FUNDAMENTALS OF DATABASE SYSTEMS,"PEARSON, NEW DELHI",2009,5,0,1143,425,1,10,
6893,RAMEZ ELMASRI,FUNDAMENTALS OF DATABASE SYSTEMS,"PEARSON, NEW DELHI",2009,5,0,1143,425,1,10,
6894,LAURENCE FAUSETT,FUNDAMENTALS OF NUERAL NETWORKS,"PEARSON, NEW DELHI",2008,,0,467,325,1,10,
6895,LAURENCE FAUSETT,FUNDAMENTALS OF NUERAL NETWORKS,"PEARSON, NEW DELHI",2008,,0,467,325,1,10,
6896,KAMILO FEHER,WIRELESS DIGITAL COMMUNICATION,"PEARSON, NEW DELHI",2008,,0,524,340,1,12,
6897,KAMILO FEHER,WIRELESS DIGITAL COMMUNICATION,"PEARSON, NEW DELHI",2008,,0,524,340,1,12,
6898,J.E. FLOOD,"TELECOMMUNICATIONS SWITCHING, TRAFFIC & NETWORKS","PEARSON, NEW DELHI",2008,,0,310,349,1,12,
6899,VINCENT F. FUSCO,FOUNDATIONS OF ANTENNA THEORY & TECHNIQUES,"PEARSON, NEW DELHI",2007,,0,246,199,1,25,
6900,VINCENT F. FUSCO,FOUNDATIONS OF ANTENNA THEORY & TECHNIQUES,"PEARSON, NEW DELHI",2007,,0,246,199,1,12,
6901,DAVID GALLES,MODERN COMPILER DESIGN,"PEARSON, NEW DELHI",2009,,0,373,299,1,10,
6902,DAVID GALLES,MODERN COMPILER DESIGN,"PEARSON, NEW DELHI",2009,,0,373,299,1,10,
6903,HECTOR GARCIA-MOLINA,DATABASE SYSTEM IMPLEMANTATION,"PEARSON, NEW DELHI",2008,,0,653,449,1,10,
6904,HECTOR GARCIA-MOLINA,DATABASE SYSTEM IMPLEMANTATION,"PEARSON, NEW DELHI",2008,,0,653,449,1,10,
6905,HECTOR GARCIA-MOLINA,DATABASE SYSTEM,"PEARSON, NEW DELHI",2008,,0,1119,625,1,10,
6906,HECTOR GARCIA-MOLINA,DATABASE SYSTEM,"PEARSON, NEW DELHI",2008,,0,1119,625,1,10,
6907,SIMSON GARFINKEL,RFID,"PEARSON, NEW DELHI",2006,,0,555,399,1,11,
6908,SIMSON GARFINKEL,RFID,"PEARSON, NEW DELHI",2006,,0,555,399,1,11,
6909,VIJAY K. GARG,PRINCIPLES & APPLICATIONS OF GSM,"PEARSON, NEW DELHI",2008,,0,481,465,1,10,
6910,VIJAY K. GARG,PRINCIPLES & APPLICATIONS OF GSM,"PEARSON, NEW DELHI",2008,,0,481,465,1,11,
6912,CURTIS F. GERALD,APPLIED NUMERICAL ANALYSIS,"PEARSON, NEW DELHI",2009,7,0,609,399,1,4,
6913,GHEZZI CARLO,FUNDAMENTALS OF SOFTWARE ENGINEERING,PEARSON,2008,2,0,596,275,1,10,
6914,GHEZZI CARLO,FUNDAMENTALS OF SOFTWARE ENGINEERING,PEARSON,2008,2,0,596,275,1,10,
6915,IAN A. GLOVER,DIGITAL COMMUNICATIONS,"PEARSON, NEW DELHI",2008,2,0,1000,550,1,27,
6916,IAN A. GLOVER,DIGITAL COMMUNICATIONS,"PEARSON, NEW DELHI",2008,2,0,1000,550,1,27,
6917,DAVID E. GOLDBERG,GENETIC ALGORITHMS,"PEARSON, NEW DELHI",2008,,0,412,375,1,10,
6918,DAVID E. GOLDBERG,GENETIC ALGORITHMS,"PEARSON, NEW DELHI",2008,,0,412,375,1,10,
6919,HOFFER,MODERN DATABASE MANAGEMENT,"PEARSON, NEW DELHI",2008,8,0,624,465,1,26,
6920,HOFFER,MODERN DATABASE MANAGEMENT,"PEARSON, NEW DELHI",2008,8,0,624,465,1,26,
